UID|User|AllocTRES|AveDiskRead|AveDiskWrite|CPUTimeRAW|TotalCPU|ElapsedRaw|State|Partition|
867998|is28|billing=13,cpu=10,mem=16G,node=1|||117310|1-08:09:42|11731|CANCELLED by 867998|compute|
||cpu=10,mem=16G,node=1|841.06M|186.93M|117320|1-08:09:42|11732|CANCELLED||
||billing=13,cpu=10,mem=16G,node=1|0.00M|0.00M|117310|00:00.002|11731|COMPLETED||
867998|is28|billing=13,cpu=10,mem=16G,node=1|||87980|20:20:34|8798|OUT_OF_MEMORY|compute|
||cpu=10,mem=16G,node=1|1152.57M|496.49M|87980|20:20:34|8798|OUT_OF_MEMORY||
||billing=13,cpu=10,mem=16G,node=1|0.00M|0.00M|87980|00:00.002|8798|COMPLETED||
867998|is28|billing=13,cpu=10,mem=16G,node=1|||117310|1-08:22:22|11731|CANCELLED by 867998|compute|
||cpu=10,mem=16G,node=1|841.02M|186.92M|117320|1-08:22:22|11732|CANCELLED||
||billing=13,cpu=10,mem=16G,node=1|0.00M|0.00M|117310|00:00.002|11731|COMPLETED||
867998|is28|billing=13,cpu=10,mem=16G,node=1|||1660|23:52.094|166|CANCELLED|compute|
||cpu=10,mem=16G,node=1|840.74M|186.93M|1670|23:52.091|167|CANCELLED||
||billing=13,cpu=10,mem=16G,node=1|0.00M|0.00M|1660|00:00.002|166|COMPLETED||
867998|is28|billing=13,cpu=10,mem=16G,node=1|||117310|1-08:16:18|11731|CANCELLED by 867998|compute|
||cpu=10,mem=16G,node=1|840.91M|186.93M|117320|1-08:16:18|11732|CANCELLED||
||billing=13,cpu=10,mem=16G,node=1|0.00M|0.00M|117310|00:00.002|11731|COMPLETED||
867998|is28|billing=13,cpu=10,mem=16G,node=1|||116400|1-06:08:24|11640|CANCELLED by 867998|compute|
||cpu=10,mem=16G,node=1|2593.07M|2858.92M|116410|1-06:08:24|11641|CANCELLED||
||billing=13,cpu=10,mem=16G,node=1|0.00M|0.00M|116400|00:00.002|11640|COMPLETED||
867998|is28|billing=13,cpu=10,mem=16G,node=1|||116400|1-08:01:50|11640|CANCELLED by 867998|compute|
||cpu=10,mem=16G,node=1|841.25M|186.93M|116410|1-08:01:50|11641|CANCELLED||
||billing=13,cpu=10,mem=16G,node=1|0.00M|0.00M|116400|00:00.002|11640|COMPLETED||
867998|is28|billing=13,cpu=10,mem=16G,node=1|||116400|1-08:07:19|11640|CANCELLED by 867998|compute|
||cpu=10,mem=16G,node=1|841.38M|186.93M|116410|1-08:07:19|11641|CANCELLED||
||billing=13,cpu=10,mem=16G,node=1|0.00M|0.00M|116400|00:00.001|11640|COMPLETED||
867998|is28|billing=13,cpu=10,mem=16G,node=1|||1900|28:06.088|190|CANCELLED|compute|
||cpu=10,mem=16G,node=1|841.25M|186.93M|1910|28:06.086|191|CANCELLED||
||billing=13,cpu=10,mem=16G,node=1|0.00M|0.00M|1900|00:00.002|190|COMPLETED||
1058197|haochq|billing=6,cpu=4,mem=10G,node=1|||400|00:00.483|100|CANCELLED by 1058197|compute|
||cpu=4,mem=10G,node=1|3.09M|0.02M|400|00:00.481|100|COMPLETED||
||billing=6,cpu=4,mem=10G,node=1|0.00M|0.00M|400|00:00.002|100|COMPLETED||
1156277|seunguk||||0|00:00:00|0|CANCELLED by 1156277|compute|
1058197|haochq|billing=6,cpu=4,mem=10G,node=1|||11732|05:06.514|2933|CANCELLED by 1058197|compute|
||cpu=4,mem=10G,node=1|6323.88M|1931.60M|11776|05:06.512|2944|CANCELLED||
||billing=6,cpu=4,mem=10G,node=1|0.00M|0.00M|11732|00:00.002|2933|COMPLETED||
1156277|seunguk|billing=3,cpu=3,mem=3G,node=3|||10815|00:29.074|3605|TIMEOUT|compute|
||cpu=1,mem=1G,node=1|187.85M|166.35M|3616|00:08.068|3616|CANCELLED||
||billing=3,cpu=3,mem=3G,node=3|12.81M|0.02M|10815|00:21.005|3605|COMPLETED||
1049596|jaalto|billing=262,cpu=160,mem=512G,node=4|||19375040|233-21:46:50|121094|COMPLETED|compute|
||cpu=40,mem=128G,node=1|6216645.96M|1846404.34M|4843760|36-00:46:25|121094|COMPLETED||
||billing=262,cpu=160,mem=512G,node=4|234068.55M|148030.51M|19375200|197-21:00:25|121095|COMPLETED||
867998|is28|billing=10,cpu=10,mem=32M,node=1|||36880|36:07.545|3688|OUT_OF_MEMORY|compute|
||cpu=10,mem=32M,node=1|67074.22M|97770.79M|36880|36:05.543|3688|OUT_OF_MEMORY||
||billing=10,cpu=10,mem=32M,node=1|10.45M|0.11M|36880|00:02.002|3688|COMPLETED||
867998|is28|billing=10,cpu=10,mem=32M,node=1|||557850|08:33:34|55785|CANCELLED by 867998|compute|
||cpu=10,mem=32M,node=1|591765.91M|1085801.73M|557870|08:33:34|55787|CANCELLED||
||billing=10,cpu=10,mem=32M,node=1|0.00M|0.00M|557860|00:00.002|55786|COMPLETED||
867998|is28|billing=10,cpu=10,mem=32M,node=1|||557850|06:58:45|55785|CANCELLED by 867998|compute|
||cpu=10,mem=32M,node=1|479209.41M|886674.69M|557870|06:58:45|55787|CANCELLED||
||billing=10,cpu=10,mem=32M,node=1|0.00M|0.00M|557860|00:00.002|55786|COMPLETED||
867998|is28|billing=10,cpu=10|||0|00:00:00|0|CANCELLED|compute|
867998|is28|billing=10,cpu=10,mem=32M,node=1|||5900|06:13.099|590|CANCELLED by 867998|compute-hugemem|
||cpu=10,mem=32M,node=1|15437.56M|17385.14M|5910|06:13.097|591|CANCELLED||
||billing=10,cpu=10,mem=32M,node=1|0.00M|0.00M|5900|00:00.002|590|COMPLETED||
867998|is28|billing=10,cpu=10,mem=32M,node=1|||5900|06:19.099|590|CANCELLED by 867998|compute-hugemem|
||cpu=10,mem=32M,node=1|16139.01M|17092.15M|5910|06:19.097|591|CANCELLED||
||billing=10,cpu=10,mem=32M,node=1|0.00M|0.00M|5900|00:00.002|590|COMPLETED||
867998|is28|billing=10,cpu=10,mem=32M,node=1|||5900|06:17.095|590|CANCELLED by 867998|compute-hugemem|
||cpu=10,mem=32M,node=1|15280.65M|17962.45M|5910|06:17.093|591|CANCELLED||
||billing=10,cpu=10,mem=32M,node=1|0.00M|0.00M|5900|00:00.002|590|COMPLETED||
867998|is28|billing=10,cpu=10,mem=32M,node=1|||5900|06:15.095|590|CANCELLED by 867998|compute-hugemem|
||cpu=10,mem=32M,node=1|15512.56M|17545.44M|5910|06:15.093|591|CANCELLED||
||billing=10,cpu=10,mem=32M,node=1|0.00M|0.00M|5900|00:00.002|590|COMPLETED||
867998|is28||||0|00:00:00|0|CANCELLED by 867998|compute-hugemem|
971838|dms46|billing=120,cpu=80,mem=200G,node=2|||900640|10-07:46:55|11258|COMPLETED|compute|
||cpu=40,mem=100G,node=1|15.56M|0.39M|450320|00:01.513|11258|COMPLETED||
||billing=120,cpu=80,mem=200G,node=2|0.00M|0.00M|900640|00:00.004|11258|COMPLETED||
||cpu=80,mem=200G,node=2|83.52M|1451.28M|900400|10-07:46:53|11255|COMPLETED||
867998|is28|billing=10,cpu=10,mem=32M,node=1|||524930|05:58:38|52493|CANCELLED by 867998|compute-hugemem|
||cpu=10,mem=32M,node=1|435356.07M|576519.73M|524950|05:58:38|52495|CANCELLED||
||billing=10,cpu=10,mem=32M,node=1|0.00M|0.00M|524940|00:00.001|52494|COMPLETED||
867998|is28|billing=10,cpu=10,mem=32M,node=1|||36520|28:22.738|3652|OUT_OF_MEMORY|compute-hugemem|
||cpu=10,mem=32M,node=1|45081.33M|58676.31M|36520|28:22.737|3652|OUT_OF_MEMORY||
||billing=10,cpu=10,mem=32M,node=1|0.00M|0.00M|36520|00:00.001|3652|COMPLETED||
867998|is28|billing=10,cpu=10,mem=32M,node=1|||36690|24:48.355|3669|OUT_OF_MEMORY|compute-hugemem|
||cpu=10,mem=32M,node=1|38496.72M|53321.26M|36690|24:48.353|3669|OUT_OF_MEMORY||
||billing=10,cpu=10,mem=32M,node=1|0.00M|0.00M|36690|00:00.002|3669|COMPLETED||
867998|is28|billing=10,cpu=10,mem=32M,node=1|||11190|46:45.491|1119|OUT_OF_MEMORY|compute-hugemem|
||cpu=10,mem=32M,node=1|28340.64M|36958.02M|11190|12:49.486|1119|OUT_OF_MEMORY||
||billing=10,cpu=10,mem=32M,node=1|17476.34M|26831.35M|11200|33:56.005|1120|COMPLETED||
867998|is28|billing=10,cpu=10,mem=32M,node=1|||513720|06:52:06|51372|CANCELLED by 867998|compute-hugemem|
||cpu=10,mem=32M,node=1|527129.54M|790738.80M|513740|06:24:52|51374|OUT_OF_MEMORY||
||billing=10,cpu=10,mem=32M,node=1|7633.78M|7679.37M|513730|27:14.002|51373|COMPLETED||
867998|is28|billing=10,cpu=10,mem=32M,node=1|||488410|06:46:57|48841|CANCELLED by 867998|compute-hugemem|
||cpu=10,mem=32M,node=1|523800.50M|956801.84M|488430|06:46:57|48843|CANCELLED||
||billing=10,cpu=10,mem=32M,node=1|0.00M|0.00M|488420|00:00.002|48842|COMPLETED||
867998|is28|billing=10,cpu=10,mem=32M,node=1|||488240|06:25:50|48824|CANCELLED by 867998|compute-hugemem|
||cpu=10,mem=32M,node=1|460474.41M|864403.83M|488260|06:25:50|48826|CANCELLED||
||billing=10,cpu=10,mem=32M,node=1|0.00M|0.00M|488250|00:00.002|48825|COMPLETED||
1110982|vyomr||||0|00:00:00|0|CANCELLED by 1110982|compute|
1110982|vyomr||||0|00:00:00|0|CANCELLED by 1110982|compute|
1106886|willll||||0|00:00:00|0|CANCELLED by 1106886|compute-hugemem|
1106886|willll||||0|00:00:00|0|CANCELLED by 1106886|compute-hugemem|
776279|jahns2|billing=208,cpu=112,mem=480G,node=4|||39919152|109-14:39:26|356421|TIMEOUT|compute|
||cpu=28,mem=120G,node=1|149.83M|10.76M|9979816|109-14:39:26|356422|CANCELLED||
||billing=208,cpu=112,mem=480G,node=4|0.00M|0.00M|39919152|00:00.009|356421|COMPLETED||
1100198|yijunt||||0|00:00:00|0|CANCELLED by 1100198|compute|
586951|fspencer||||0|00:00:00|0|CANCELLED by 586951|compute|
867998|is28|billing=10,cpu=10,mem=32M,node=1|||3430|04:03.088|343|CANCELLED by 867998|compute-hugemem|
||cpu=10,mem=32M,node=1|10874.58M|11427.99M|3440|04:03.085|344|CANCELLED||
||billing=10,cpu=10,mem=32M,node=1|0.00M|0.00M|3430|00:00.002|343|COMPLETED||
867998|is28|billing=10,cpu=10,mem=32M,node=1|||3420|03:54.092|342|CANCELLED by 867998|compute-hugemem|
||cpu=10,mem=32M,node=1|9452.94M|10718.30M|3430|03:54.091|343|CANCELLED||
||billing=10,cpu=10,mem=32M,node=1|0.00M|0.00M|3420|00:00.001|342|COMPLETED||
867998|is28|billing=10,cpu=10,mem=32M,node=1|||3420|03:51.096|342|CANCELLED by 867998|compute-hugemem|
||cpu=10,mem=32M,node=1|8040.70M|10692.55M|3430|03:51.094|343|CANCELLED||
||billing=10,cpu=10,mem=32M,node=1|0.00M|0.00M|3420|00:00.002|342|COMPLETED||
867998|is28|billing=10,cpu=10,mem=32M,node=1|||3420|03:52.091|342|CANCELLED by 867998|compute-hugemem|
||cpu=10,mem=32M,node=1|10002.89M|9558.29M|3430|03:52.090|343|CANCELLED||
||billing=10,cpu=10,mem=32M,node=1|0.00M|0.00M|3420|00:00.001|342|COMPLETED||
867998|is28||||0|00:00:00|0|CANCELLED by 867998|compute-hugemem|
867998|is28|billing=10,cpu=10,mem=32M,node=1|||490|00:39.090|49|CANCELLED by 867998|compute-hugemem|
||cpu=10,mem=32M,node=1|1363.08M|1277.28M|500|00:39.088|50|CANCELLED||
||billing=10,cpu=10,mem=32M,node=1|0.00M|0.00M|490|00:00.002|49|COMPLETED||
867998|is28|billing=10,cpu=10,mem=32M,node=1|||490|00:41.093|49|CANCELLED by 867998|compute-hugemem|
||cpu=10,mem=32M,node=1|1402.17M|1256.07M|500|00:41.091|50|CANCELLED||
||billing=10,cpu=10,mem=32M,node=1|0.00M|0.00M|490|00:00.002|49|COMPLETED||
867998|is28|billing=10,cpu=10,mem=32M,node=1|||490|00:41.095|49|CANCELLED by 867998|compute-hugemem|
||cpu=10,mem=32M,node=1|1395.03M|1170.75M|500|00:41.092|50|CANCELLED||
||billing=10,cpu=10,mem=32M,node=1|0.00M|0.00M|490|00:00.002|49|COMPLETED||
867998|is28|billing=10,cpu=10,mem=32M,node=1|||490|00:40.092|49|CANCELLED by 867998|compute-hugemem|
||cpu=10,mem=32M,node=1|1415.03M|1235.05M|500|00:40.090|50|CANCELLED||
||billing=10,cpu=10,mem=32M,node=1|0.00M|0.00M|490|00:00.002|49|COMPLETED||
867998|is28||||0|00:00:00|0|CANCELLED by 867998|compute-hugemem|
867998|is28|billing=18,cpu=10,mem=40G,node=1|||250960|2-20:58:51|25096|CANCELLED by 867998|compute-hugemem|
||cpu=10,mem=40G,node=1|841.25M|186.94M|250970|2-20:58:51|25097|CANCELLED||
||billing=18,cpu=10,mem=40G,node=1|0.00M|0.00M|250960|00:00.001|25096|COMPLETED||
867998|is28|billing=18,cpu=10,mem=40G,node=1|||864230|9-15:47:39|86423|TIMEOUT|compute-hugemem|
||cpu=10,mem=40G,node=1|1899.90M|2422.12M|864240|9-15:47:39|86424|CANCELLED||
||billing=18,cpu=10,mem=40G,node=1|0.00M|0.00M|864230|00:00.002|86423|COMPLETED||
867998|is28|billing=18,cpu=10,mem=40G,node=1|||433470|4-13:36:14|43347|OUT_OF_MEMORY|compute-hugemem|
||cpu=10,mem=40G,node=1|2358.66M|2989.11M|433470|4-13:36:14|43347|OUT_OF_MEMORY||
||billing=18,cpu=10,mem=40G,node=1|0.00M|0.00M|433470|00:00.002|43347|COMPLETED||
867998|is28|billing=18,cpu=10,mem=40G,node=1|||970|12:14.090|97|CANCELLED by 867998|compute-hugemem|
||cpu=10,mem=40G,node=1|841.18M|186.87M|980|12:14.088|98|CANCELLED||
||billing=18,cpu=10,mem=40G,node=1|0.00M|0.00M|970|00:00.002|97|COMPLETED||
867998|is28|billing=10,cpu=10|||0|00:00:00|0|CANCELLED|compute-hugemem|
867998|is28|billing=18,cpu=10,mem=40G,node=1|||248690|2-19:05:54|24869|CANCELLED by 867998|compute|
||cpu=10,mem=40G,node=1|1173.49M|892.10M|248700|2-19:05:54|24870|CANCELLED||
||billing=18,cpu=10,mem=40G,node=1|0.00M|0.00M|248690|00:00.002|24869|COMPLETED||
867998|is28|billing=18,cpu=10,mem=40G,node=1|||431030|4-12:56:04|43103|OUT_OF_MEMORY|compute|
||cpu=10,mem=40G,node=1|1870.34M|2109.54M|431030|4-12:56:04|43103|OUT_OF_MEMORY||
||billing=18,cpu=10,mem=40G,node=1|0.00M|0.00M|431030|00:00.002|43103|COMPLETED||
867998|is28|billing=18,cpu=10,mem=40G,node=1|||430320|4-19:10:37|43032|OUT_OF_MEMORY|compute|
||cpu=10,mem=40G,node=1|1638.69M|1719.54M|430320|4-19:10:37|43032|OUT_OF_MEMORY||
||billing=18,cpu=10,mem=40G,node=1|0.00M|0.00M|430320|00:00.002|43032|COMPLETED||
867998|is28|billing=18,cpu=10,mem=40G,node=1|||864100|9-11:21:02|86410|TIMEOUT|compute|
||cpu=10,mem=40G,node=1|1873.42M|2412.41M|864110|9-11:21:02|86411|CANCELLED||
||billing=18,cpu=10,mem=40G,node=1|0.00M|0.00M|864100|00:00.001|86410|COMPLETED||
867998|is28|billing=18,cpu=10,mem=40G,node=1|||430330|4-07:08:54|43033|OUT_OF_MEMORY|compute|
||cpu=10,mem=40G,node=1|2197.37M|2785.67M|430330|4-07:08:54|43033|OUT_OF_MEMORY||
||billing=18,cpu=10,mem=40G,node=1|0.00M|0.00M|430330|00:00.001|43033|COMPLETED||
1020023|jiahaow|billing=8,cpu=4,mem=20G,node=1|||8600|00:01.583|2150|CANCELLED by 1020023|compute|
||cpu=4,mem=20G,node=1|13.62M|0.22M|8600|00:01.581|2150|COMPLETED||
||billing=8,cpu=4,mem=20G,node=1|0.00M|0.00M|8600|00:00.002|2150|COMPLETED||
841398|zheng94|billing=277,cpu=1,gres/gpu:2080ti=6,gres/gpu=6,mem=32G,node=1|||54988|15:10:59|54988|FAILED|gpu-2080ti|
||cpu=1,gres/gpu:2080ti=6,gres/gpu=6,mem=32G,node=1|21756.63M|10936.31M|54988|15:10:59|54988|FAILED||
||billing=277,cpu=1,gres/gpu:2080ti=6,gres/gpu=6,mem=32G,node=1|0.00M|0.00M|54988|00:00:00|54988|COMPLETED||
1016964|jingyli6|billing=58,cpu=1,gres/gpu:2080ti=1,gres/gpu=1,mem=64G,node=1|||9338|04:04.286|9338|FAILED|gpu-2080ti|
||billing=58,cpu=1,gres/gpu:2080ti=1,gres/gpu=1,mem=64G,node=1|0.00M|0.00M|9338|00:00:00|9338|COMPLETED||
||cpu=1,gres/gpu:2080ti=1,gres/gpu=1,mem=64G,node=1|2080.91M|94.33M|9336|04:04.285|9336|FAILED||
854761|zacmon|billing=74,cpu=40,mem=170G,node=1|||248560|34:46.182|6214|COMPLETED|compute|
||cpu=40,mem=170G,node=1|50016.61M|2555.24M|248600|34:46.180|6215|CANCELLED by 854761||
||billing=74,cpu=40,mem=170G,node=1|0.00M|0.00M|248600|00:00.002|6215|COMPLETED||
1093929|gds001|billing=1,cpu=1,mem=1G,node=1|||2|00:00.046|2|COMPLETED|compute|
||cpu=1,mem=1G,node=1|0|0|2|00:00.045|2|COMPLETED||
||billing=1,cpu=1,mem=1G,node=1|0|0|2|00:00.001|2|COMPLETED||
1285289|yarramh|billing=1,cpu=1,mem=1G,node=1|||3626|00:01.762|3626|TIMEOUT|compute|
||cpu=1,mem=1G,node=1|23.53M|0.72M|3626|00:01.760|3626|FAILED||
||billing=1,cpu=1,mem=1G,node=1|0.00M|0.00M|3626|00:00.002|3626|COMPLETED||
941944|kimvu94|billing=51,cpu=28,mem=118G,node=1|||672|00:09.853|24|COMPLETED|compute|
||cpu=28,mem=118G,node=1|0|0.00M|672|00:09.850|24|COMPLETED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|672|00:00.002|24|COMPLETED||
941944|kimvu94|billing=51,cpu=28,mem=118G,node=1|||700|00:09.327|25|COMPLETED|compute|
||cpu=28,mem=118G,node=1|0|0.00M|700|00:09.325|25|COMPLETED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|700|00:00.002|25|COMPLETED||
941944|kimvu94|billing=51,cpu=28,mem=118G,node=1|||672|00:09.312|24|COMPLETED|compute|
||cpu=28,mem=118G,node=1|0|0.00M|672|00:09.310|24|COMPLETED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|672|00:00.002|24|COMPLETED||
941944|kimvu94|billing=51,cpu=28,mem=118G,node=1|||728|00:09.305|26|COMPLETED|compute|
||cpu=28,mem=118G,node=1|0|0.00M|728|00:09.303|26|COMPLETED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|728|00:00.002|26|COMPLETED||
941944|kimvu94|billing=51,cpu=28,mem=118G,node=1|||308|00:09.964|11|COMPLETED|compute|
||cpu=28,mem=118G,node=1|0|0.00M|308|00:09.962|11|COMPLETED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|308|00:00.002|11|COMPLETED||
941944|kimvu94|billing=51,cpu=28,mem=118G,node=1|||700|00:08.799|25|COMPLETED|compute|
||cpu=28,mem=118G,node=1|0|0.00M|700|00:08.796|25|COMPLETED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|700|00:00.002|25|COMPLETED||
941944|kimvu94|billing=51,cpu=28,mem=118G,node=1|||700|00:09.035|25|COMPLETED|compute|
||cpu=28,mem=118G,node=1|0|0.00M|700|00:09.033|25|COMPLETED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|700|00:00.002|25|COMPLETED||
941944|kimvu94|billing=51,cpu=28,mem=118G,node=1|||672|00:09.563|24|COMPLETED|compute|
||cpu=28,mem=118G,node=1|0|0.00M|672|00:09.560|24|COMPLETED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|672|00:00.002|24|COMPLETED||
941944|kimvu94|billing=51,cpu=28,mem=118G,node=1|||476|00:09.853|17|COMPLETED|compute|
||cpu=28,mem=118G,node=1|0|0.00M|476|00:09.851|17|COMPLETED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|476|00:00.002|17|COMPLETED||
941944|kimvu94|billing=51,cpu=28,mem=118G,node=1|||476|00:09.890|17|COMPLETED|compute|
||cpu=28,mem=118G,node=1|0|0.00M|476|00:09.888|17|COMPLETED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|476|00:00.002|17|COMPLETED||
941944|kimvu94|billing=51,cpu=28,mem=118G,node=1|||812|00:10.353|29|COMPLETED|compute|
||cpu=28,mem=118G,node=1|0|0.00M|812|00:10.351|29|COMPLETED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|812|00:00.002|29|COMPLETED||
941944|kimvu94|billing=51,cpu=28,mem=118G,node=1|||812|00:11.649|29|COMPLETED|compute|
||cpu=28,mem=118G,node=1|0|0.00M|812|00:11.647|29|COMPLETED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|812|00:00.002|29|COMPLETED||
941944|kimvu94|billing=51,cpu=28,mem=118G,node=1|||700|00:11.152|25|COMPLETED|compute|
||cpu=28,mem=118G,node=1|0|0.00M|700|00:11.150|25|COMPLETED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|700|00:00.002|25|COMPLETED||
941944|kimvu94|billing=51,cpu=28,mem=118G,node=1|||308|00:09.349|11|COMPLETED|compute|
||cpu=28,mem=118G,node=1|0|0.00M|308|00:09.347|11|COMPLETED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|308|00:00.002|11|COMPLETED||
941944|kimvu94|billing=51,cpu=28,mem=118G,node=1|||700|00:09.337|25|COMPLETED|compute|
||cpu=28,mem=118G,node=1|0|0.00M|700|00:09.335|25|COMPLETED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|700|00:00.002|25|COMPLETED||
941944|kimvu94|billing=51,cpu=28,mem=118G,node=1|||700|00:07.886|25|COMPLETED|compute|
||cpu=28,mem=118G,node=1|0|0.00M|700|00:07.884|25|COMPLETED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|700|00:00.002|25|COMPLETED||
941944|kimvu94|billing=51,cpu=28,mem=118G,node=1|||700|00:09.936|25|COMPLETED|compute|
||cpu=28,mem=118G,node=1|0|0.00M|700|00:09.934|25|COMPLETED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|700|00:00.002|25|COMPLETED||
941944|kimvu94|billing=51,cpu=28,mem=118G,node=1|||700|00:08.226|25|COMPLETED|compute|
||cpu=28,mem=118G,node=1|0|0.00M|700|00:08.224|25|COMPLETED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|700|00:00.002|25|COMPLETED||
941944|kimvu94|billing=51,cpu=28,mem=118G,node=1|||560|00:10.029|20|COMPLETED|compute|
||cpu=28,mem=118G,node=1|0|0.00M|560|00:10.027|20|COMPLETED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|560|00:00.002|20|COMPLETED||
941944|kimvu94|billing=51,cpu=28,mem=118G,node=1|||588|00:09.781|21|COMPLETED|compute|
||cpu=28,mem=118G,node=1|0|0.00M|588|00:09.779|21|COMPLETED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|588|00:00.002|21|COMPLETED||
1282236|mwtaub|billing=48,cpu=28,mem=100G,node=1|||3472|46:06.381|124|COMPLETED|compute|
||cpu=28,mem=100G,node=1|209.23M|155.32M|3472|46:06.378|124|COMPLETED||
||billing=48,cpu=28,mem=100G,node=1|0.00M|0.00M|3472|00:00.002|124|COMPLETED||
1016964|jingyli6|billing=111,cpu=1,gres/gpu:2080ti=2,gres/gpu=2,mem=100G,node=1|||35355|08:55:35|35355|FAILED|gpu-2080ti|
||billing=111,cpu=1,gres/gpu:2080ti=2,gres/gpu=2,mem=100G,node=1|0.00M|0.00M|35355|00:00:00|35355|COMPLETED||
||cpu=1,gres/gpu:2080ti=2,gres/gpu=2,mem=100G,node=1|2758.21M|325109.51M|35354|08:55:35|35354|FAILED||
1016964|jingyli6|billing=58,cpu=1,gres/gpu:2080ti=1,gres/gpu=1,mem=64G,node=1|||9|00:00.290|9|COMPLETED|gpu-2080ti|
||billing=58,cpu=1,gres/gpu:2080ti=1,gres/gpu=1,mem=64G,node=1|0|0|9|00:00:00|9|COMPLETED||
||cpu=1,gres/gpu:2080ti=1,gres/gpu=1,mem=64G,node=1|0|0|9|00:00.289|9|COMPLETED||
941944|kimvu94|billing=51,cpu=28,mem=118G,node=1|||132132|1-12:21:16|4719|CANCELLED by 941944|compute|
||cpu=28,mem=118G,node=1|50258.28M|20162.82M|132160|1-12:21:16|4720|CANCELLED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|132132|00:00.002|4719|COMPLETED||
1020023|jiahaow|billing=51,cpu=28,mem=118G,node=1|||2632|32:21.270|94|CANCELLED|compute|
||cpu=28,mem=118G,node=1|231.91M|369.28M|2660|32:21.268|95|CANCELLED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|2632|00:00.002|94|COMPLETED||
1020023|jiahaow|billing=51,cpu=28,mem=118G,node=1|||2632|32:53.285|94|CANCELLED|compute|
||cpu=28,mem=118G,node=1|231.91M|369.28M|2660|32:53.283|95|CANCELLED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|2632|00:00.002|94|COMPLETED||
1020023|jiahaow|billing=51,cpu=28,mem=118G,node=1|||2632|33:40.275|94|CANCELLED|compute|
||cpu=28,mem=118G,node=1|231.91M|369.28M|2660|33:40.273|95|CANCELLED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|2632|00:00.002|94|COMPLETED||
1020023|jiahaow|billing=51,cpu=28,mem=118G,node=1|||2632|32:10.277|94|CANCELLED|compute|
||cpu=28,mem=118G,node=1|231.91M|369.28M|2660|32:10.275|95|CANCELLED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|2632|00:00.002|94|COMPLETED||
1020023|jiahaow|billing=51,cpu=28,mem=118G,node=1|||2632|32:33.277|94|CANCELLED|compute|
||cpu=28,mem=118G,node=1|231.91M|369.28M|2660|32:33.275|95|CANCELLED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|2632|00:00.002|94|COMPLETED||
1020023|jiahaow|billing=51,cpu=28,mem=118G,node=1|||2520|30:33.282|90|CANCELLED|compute|
||cpu=28,mem=118G,node=1|203.88M|356.27M|2548|30:33.280|91|CANCELLED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|2520|00:00.002|90|COMPLETED||
1020023|jiahaow|billing=51,cpu=28,mem=118G,node=1|||2520|30:30.278|90|CANCELLED|compute|
||cpu=28,mem=118G,node=1|203.88M|356.27M|2548|30:30.276|91|CANCELLED||
||billing=51,cpu=28,mem=118G,node=1|0.00M|0.00M|2520|00:00.002|90|COMPLETED||
1020023|jiahaow|billing=28,cpu=28|||0|00:00:00|0|CANCELLED|compute|
1020023|jiahaow|billing=28,cpu=28|||0|00:00:00|0|CANCELLED|compute|
1020023|jiahaow|billing=28,cpu=28|||0|00:00:00|0|CANCELLED|compute|
1283123|gretaja|billing=65,cpu=40,mem=128G,node=1|||440|00:06.480|11|FAILED|compute|
||cpu=40,mem=128G,node=1|0|0.00M|440|00:06.478|11|FAILED||
||billing=65,cpu=40,mem=128G,node=1|0.00M|0.00M|440|00:00.002|11|COMPLETED||
1283123|gretaja|billing=65,cpu=40,mem=128G,node=1|||6912840|78-15:55:49|172821|TIMEOUT|compute|
