UID|User|AllocTRES|AveDiskRead|AveDiskWrite|CPUTimeRAW|TotalCPU|ElapsedRaw|State|Partition|
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||10266|02:49:04|10266|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|2.57M|10266|02:49:04|10266|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|10266|00:00.001|10266|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14015|03:52:06|14015|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.72M|0.17M|14015|03:52:06|14015|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14015|00:00.001|14015|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14323|03:57:14|14323|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.72M|0.16M|14323|03:57:14|14323|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14323|00:00:00|14323|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14599|04:01:52|14599|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|14599|04:01:52|14599|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14599|00:00.001|14599|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||15008|04:08:33|15008|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.18M|15008|04:08:33|15008|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|15009|00:00.002|15009|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14103|03:53:26|14103|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.18M|14103|03:53:26|14103|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14103|00:00.001|14103|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||13535|03:44:14|13535|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|2.57M|13535|03:44:14|13535|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|13535|00:00.001|13535|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||15916|04:23:24|15916|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.18M|15916|04:23:24|15916|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|15916|00:00.002|15916|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14602|04:01:44|14602|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.16M|14602|04:01:44|14602|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14602|00:00.001|14602|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||13890|03:49:59|13890|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.18M|13890|03:49:59|13890|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|13890|00:00:00|13890|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14375|03:58:04|14375|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|14375|03:58:04|14375|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14375|00:00.002|14375|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||13888|03:50:00|13888|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.19M|13888|03:50:00|13888|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|13888|00:00.002|13888|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14116|03:53:38|14116|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.19M|14116|03:53:38|14116|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14116|00:00.002|14116|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14158|03:54:26|14158|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.19M|14158|03:54:26|14158|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14158|00:00.002|14158|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14561|04:00:59|14561|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.18M|14561|04:00:59|14561|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14561|00:00.001|14561|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14135|03:54:04|14135|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.19M|14135|03:54:04|14135|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14135|00:00.001|14135|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14159|03:54:29|14159|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.18M|14159|03:54:29|14159|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14159|00:00.002|14159|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14351|03:57:40|14351|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|14351|03:57:40|14351|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14352|00:00.002|14352|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||13969|03:51:20|13969|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|13969|03:51:20|13969|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|13969|00:00.001|13969|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||16454|04:32:11|16454|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|16454|04:32:11|16454|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|16455|00:00.002|16455|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||16038|04:25:24|16038|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.16M|16038|04:25:24|16038|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|16038|00:00.001|16038|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||15487|04:16:15|15487|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.18M|15487|04:16:15|15487|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|15487|00:00.002|15487|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||16593|04:34:35|16593|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|2.57M|16593|04:34:35|16593|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|16593|00:00.001|16593|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||15910|04:23:21|15910|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.16M|15910|04:23:21|15910|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|15911|00:00.002|15911|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||11488|03:09:08|11488|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.18M|11488|03:09:08|11488|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|11488|00:00.002|11488|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||11479|03:08:59|11479|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.18M|11479|03:08:59|11479|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|11479|00:00.002|11479|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||12105|03:19:24|12105|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.20M|12105|03:19:24|12105|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|12105|00:00.001|12105|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||12298|03:22:38|12298|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.16M|12298|03:22:38|12298|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|12298|00:00.001|12298|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||11781|03:14:02|11781|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|11781|03:14:02|11781|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|11781|00:00.001|11781|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||11631|03:11:35|11631|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.18M|11631|03:11:35|11631|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|11631|00:00.001|11631|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14790|04:04:22|14790|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.18M|14790|04:04:22|14790|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14790|00:00.002|14790|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||13855|03:49:04|13855|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.19M|13855|03:49:04|13855|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|13855|00:00.002|13855|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14438|03:58:41|14438|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|14438|03:58:41|14438|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14438|00:00.001|14438|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14543|04:00:27|14543|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.16M|14543|04:00:27|14543|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14543|00:00.001|14543|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14247|03:55:30|14247|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.18M|14247|03:55:30|14247|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14247|00:00.001|14247|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14318|03:56:43|14318|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|14318|03:56:43|14318|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14318|00:00.001|14318|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14387|03:57:51|14387|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|14387|03:57:51|14387|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14387|00:00.001|14387|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14474|03:59:22|14474|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.16M|14474|03:59:22|14474|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14474|00:00.002|14474|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14046|03:52:07|14046|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.18M|14046|03:52:07|14046|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14046|00:00.001|14046|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14811|04:04:48|14811|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.16M|14811|04:04:48|14811|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14811|00:00.001|14811|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14576|04:00:59|14576|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|14576|04:00:59|14576|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14576|00:00.001|14576|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14487|03:59:22|14487|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.16M|14487|03:59:22|14487|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14487|00:00.001|14487|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||13954|03:50:39|13954|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.16M|13954|03:50:39|13954|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|13954|00:00.001|13954|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14280|03:55:58|14280|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|14280|03:55:58|14280|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14280|00:00.001|14280|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14085|03:52:51|14085|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.19M|14085|03:52:51|14085|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14085|00:00.001|14085|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14367|03:57:32|14367|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|14367|03:57:32|14367|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14367|00:00.001|14367|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14581|04:01:07|14581|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|2.55M|14581|04:01:07|14581|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14581|00:00.001|14581|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14065|03:52:33|14065|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|14065|03:52:33|14065|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14065|00:00.002|14065|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14123|03:53:26|14123|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.18M|14123|03:53:26|14123|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14123|00:00.001|14123|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||12369|03:24:34|12369|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|12369|03:24:34|12369|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|12369|00:00.001|12369|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||11730|03:13:58|11730|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|11730|03:13:58|11730|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|11730|00:00.001|11730|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||12126|03:20:34|12126|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|12126|03:20:34|12126|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|12126|00:00.001|12126|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||15689|04:19:23|15689|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|15689|04:19:23|15689|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|15689|00:00.002|15689|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||13464|03:42:44|13464|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.19M|13464|03:42:44|13464|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|13464|00:00.001|13464|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||13458|03:42:32|13458|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.18M|13458|03:42:32|13458|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|13458|00:00.002|13458|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||13785|03:48:04|13785|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.18M|13785|03:48:04|13785|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|13785|00:00.001|13785|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||11976|03:18:04|11976|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|11976|03:18:04|11976|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|11976|00:00:00|11976|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||11649|03:12:37|11649|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.19M|11649|03:12:37|11649|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|11649|00:00.002|11649|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||11731|03:14:05|11731|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|2.58M|11731|03:14:05|11731|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|11731|00:00.002|11731|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||12297|03:23:27|12297|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|12297|03:23:27|12297|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|12297|00:00.001|12297|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||12289|03:23:18|12289|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|12289|03:23:18|12289|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|12289|00:00.002|12289|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||12475|03:26:26|12475|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|12475|03:26:26|12475|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|12475|00:00.002|12475|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||12807|03:32:09|12807|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.15M|12807|03:32:09|12807|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|12807|00:00.002|12807|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||11843|03:16:20|11843|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.15M|11843|03:16:20|11843|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|11843|00:00.002|11843|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||12097|03:20:32|12097|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|12097|03:20:32|12097|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|12097|00:00.001|12097|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||11904|03:17:21|11904|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|11904|03:17:21|11904|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|11904|00:00.001|11904|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||11924|03:17:41|11924|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|11924|03:17:41|11924|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|11924|00:00.002|11924|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||12111|03:20:47|12111|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.16M|12111|03:20:47|12111|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|12111|00:00.001|12111|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||11769|03:15:05|11769|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|11769|03:15:05|11769|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|11769|00:00.002|11769|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||11821|03:14:48|11821|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|2.57M|11821|03:14:48|11821|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|11821|00:00:00|11821|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||12161|03:20:32|12161|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.16M|12161|03:20:32|12161|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|12161|00:00.001|12161|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||12316|03:23:06|12316|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|12316|03:23:06|12316|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|12317|00:00:00|12317|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||11953|03:17:06|11953|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.19M|11953|03:17:06|11953|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|11953|00:00.001|11953|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||12076|03:19:07|12076|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|12076|03:19:07|12076|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|12076|00:00:00|12076|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||11814|03:14:47|11814|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.18M|11814|03:14:47|11814|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|11814|00:00:00|11814|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||12436|03:25:01|12436|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|12436|03:25:01|12436|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|12436|00:00.001|12436|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||12286|03:22:38|12286|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.18M|12286|03:22:38|12286|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|12286|00:00:00|12286|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||11866|03:15:41|11866|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.18M|11866|03:15:41|11866|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|11866|00:00:00|11866|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||12178|03:20:51|12178|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|12178|03:20:51|12178|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|12178|00:00.001|12178|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||13800|03:43:11|13800|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|13800|03:43:11|13800|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|13800|00:00.001|13800|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||13622|03:40:13|13622|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|2.58M|13622|03:40:13|13622|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|13622|00:00:00|13622|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14001|03:46:33|14001|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|14001|03:46:33|14001|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14001|00:00.001|14001|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||13923|03:45:15|13923|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|13923|03:45:15|13923|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|13923|00:00.001|13923|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||13589|03:39:37|13589|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.18M|13589|03:39:37|13589|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|13589|00:00.001|13589|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14295|03:51:23|14295|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.17M|14295|03:51:23|14295|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14295|00:00.001|14295|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||13876|03:44:25|13876|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.18M|13876|03:44:25|13876|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|13876|00:00:00|13876|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||13759|03:42:30|13759|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.19M|13759|03:42:30|13759|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|13760|00:00:00|13760|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||13804|03:43:19|13804|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.18M|13804|03:43:19|13804|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|13804|00:00.001|13804|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||14582|03:56:01|14582|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.16M|14582|03:56:01|14582|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|14582|00:00:00|14582|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||13748|03:42:19|13748|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.16M|13748|03:42:19|13748|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|13748|00:00:00|13748|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||11391|03:07:56|11391|COMPLETED|compute|
